time,GPS_lat,GPS_long,accelx,accely,accelz
1552637026.565260,0,0,0.027492,-0.036873,0.097437
1552637026.584121,0,0,0.022102,-0.033675,0.102631
1552637026.602423,0,0,0.018418,-0.031363,0.103054
1552637026.621408,0,0,0.021336,-0.030477,0.107104
1552637026.640363,0,0,0.012880,-0.028977,0.109142
1552637026.663782,0,0,0.015377,-0.024672,0.100295
1552637026.710398,0,0,0.015773,-0.018941,0.096170
1552637026.739619,0,0,0.013993,-0.026517,0.101041
1552637026.761411,0,0,0.026577,-0.026000,0.108098
1552637026.782520,0,0,0.046058,-0.021794,0.130463
1552637026.804171,0,0,0.055997,-0.022015,0.138092
1552637026.833109,0,0,0.060496,-0.026443,0.136154
1552637026.881735,0,0,0.043462,-0.027329,0.103377
1552637026.913781,0,0,0.029420,-0.026049,0.099599
1552637026.943723,0,0,0.030532,-0.015915,0.107899
1552637026.962372,0,0,0.019753,-0.005510,0.102482
1552637026.980082,0,0,0.014067,-0.009101,0.098928
1552637027.002866,0,0,0.011545,-0.005781,0.096866
1552637027.039895,0,0,0.008307,-0.002288,0.097984
1552637027.062612,0,0,0.012337,-0.008437,0.086081
1552637027.086343,0,0,0.009172,-0.017170,0.071618
1552637027.105148,0,0,0.004326,-0.025681,0.068686
1552637027.124500,0,0,0.001731,-0.027058,0.070077
1552637027.146207,0,0,0.001063,-0.026837,0.072612
1552637027.187863,0,0,-0.000403,-0.026861,0.069655
1552637027.205725,0,0,-0.001737,-0.027156,0.068040
1552637027.233206,0,0,-0.003046,-0.023713,0.069183
1552637027.252022,0,0,-0.001057,-0.021548,0.070848
1552637027.275027,0,0,0.002843,-0.016358,0.068512
1552637027.295329,0,0,0.001706,-0.018547,0.073929
1552637027.319216,0,0,0.000124,-0.021474,0.083074
1552637027.370457,0,0,0.014957,-0.015940,0.091647
1552637027.418759,0,0,0.015303,-0.018227,0.097164
1552637027.443664,0,0,0.014413,-0.020933,0.096717
1552637027.461271,0,0,0.017751,-0.034610,0.103526
1552637027.489568,0,0,0.007516,-0.060758,0.101066
1552637027.515825,0,0,0.034686,-0.029616,0.129743
1552637027.582534,0,0,0.021360,-0.013406,0.138068
1552637027.618978,0,0,0.002967,-0.015792,0.114186
1552637027.638617,0,0,0.002200,-0.022335,0.106905
1552637027.658376,0,0,0.006823,-0.028731,0.094008
1552637027.678583,0,0,0.010730,-0.033552,0.084565
1552637027.698240,0,0,0.008925,-0.029444,0.077930
1552637027.745656,0,0,-0.003876,-0.047770,0.075868
1552637027.783324,0,0,0.001384,-0.022015,0.082627
1552637027.807921,0,0,0.000692,-0.027771,0.079769
1552637027.842470,0,0,0.004351,-0.026222,0.086677
1552637027.862344,0,0,0.005736,-0.021007,0.094729
1552637027.880846,0,0,-0.003322,-0.014513,0.102109
1552637027.901201,0,0,-0.011402,-0.011192,0.113416
1552637027.937872,0,0,-0.017242,-0.002878,0.098605
1552637027.973864,0,0,-0.032319,0.003169,0.098581
1552637027.992673,0,0,-0.056834,0.025550,0.104346
1552637028.011079,0,0,-0.066072,0.033448,0.095648
1552637028.029629,0,0,-0.068916,0.037706,0.094207
1552637028.048049,0,0,-0.067381,0.040256,0.086851
1552637028.066413,0,0,-0.068111,0.041890,0.077955
1552637028.085352,0,0,-0.071106,0.044020,0.073308
1552637028.131011,0,0,-0.075284,0.055408,0.084441
1552637028.149221,0,0,-0.078833,0.061474,0.101289
1552637028.168083,0,0,-0.070602,0.062539,0.102681
1552637028.186844,0,0,-0.063656,0.064470,0.101612
1552637028.204908,0,0,-0.059981,0.064693,0.095971
1552637028.227992,0,0,-0.051800,0.068951,0.091871
1552637028.269881,0,0,-0.058244,0.071526,0.076588
1552637028.306448,0,0,-0.052807,0.075314,0.049974
1552637028.326221,0,0,-0.048251,0.071699,0.039487
1552637028.347419,0,0,-0.047320,0.066921,0.028826
1552637028.366114,0,0,-0.044677,0.064346,0.023160
1552637028.392446,0,0,-0.042110,0.062563,0.020327
1552637028.411005,0,0,-0.041934,0.062167,0.015705
1552637028.448101,0,0,-0.041808,0.061251,0.013320
1552637028.484560,0,0,-0.057690,0.066549,0.015730
1552637028.503622,0,0,-0.061818,0.072343,0.019259
1552637028.522293,0,0,-0.065770,0.073927,0.013046
1552637028.541384,0,0,-0.070930,0.073085,0.018613
1552637028.559973,0,0,-0.074328,0.072764,0.021620
1552637028.578715,0,0,-0.075133,0.072244,0.023384
1552637028.621384,0,0,-0.075687,0.070981,0.023608
1552637028.659638,0,0,-0.075007,0.069991,0.021595
1552637028.678741,0,0,-0.075058,0.071105,0.021048
1552637028.698205,0,0,-0.075712,0.071922,0.022216
1552637028.717099,0,0,-0.075183,0.075660,0.025447
1552637028.739237,0,0,-0.073547,0.078433,0.027584
1552637028.757681,0,0,-0.071332,0.081132,0.030740
1552637028.795176,0,0,-0.070401,0.076230,0.030938
1552637028.832105,0,0,-0.070401,0.091456,0.051390
1552637028.850562,0,0,-0.065921,0.095789,0.059988
1552637028.869277,0,0,-0.064134,0.094278,0.061454
1552637028.888012,0,0,-0.061088,0.083509,0.061529
1552637028.907009,0,0,-0.053889,0.083038,0.061256
1552637028.925707,0,0,-0.048704,0.079225,0.061007
1552637028.944973,0,0,-0.051725,0.075462,0.057354
1552637028.989823,0,0,-0.067507,0.068629,0.044109
1552637029.007722,0,0,-0.066298,0.064395,0.041624
1552637029.025457,0,0,-0.064159,0.059097,0.039860
1552637029.043201,0,0,-0.060836,0.045926,0.037946
1552637029.060900,0,0,-0.055953,0.039241,0.037449
1552637029.079655,0,0,-0.051977,0.040801,0.037275
1552637029.102665,0,0,-0.049988,0.036468,0.037872
1552637029.138940,0,0,-0.049157,0.042336,0.038269
1552637029.174181,0,0,-0.052203,0.040306,0.032678
1552637029.191659,0,0,-0.063429,0.047981,0.032653
1552637029.208976,0,0,-0.071056,0.047832,0.030168
1552637029.226274,0,0,-0.076241,0.049169,0.032554
1552637029.243569,0,0,-0.079538,0.053180,0.040058
1552637029.260829,0,0,-0.083137,0.059691,0.048880
1552637029.279805,0,0,-0.090210,0.067069,0.055217
1552637029.314896,0,0,-0.098390,0.072665,0.058472
1552637029.332590,0,0,-0.102619,0.074051,0.061703
1552637029.349892,0,0,-0.099372,0.069644,0.061107
1552637029.367180,0,0,-0.093809,0.064371,0.059640
1552637029.384461,0,0,-0.087391,0.059592,0.057752
1552637029.402049,0,0,-0.077524,0.057463,0.057379
1552637029.428968,0,0,-0.080369,0.058478,0.061554
1552637029.469084,0,0,-0.079311,0.062563,0.082900
1552637029.502793,0,0,-0.069722,0.069916,0.091424
1552637029.521610,0,0,-0.065770,0.076106,0.087522
1552637029.547992,0,0,-0.060987,0.074348,0.078452
1552637029.566885,0,0,-0.059301,0.071006,0.072637
1552637029.585097,0,0,-0.057438,0.068406,0.066499
1552637029.603781,0,0,-0.056532,0.064891,0.053602
1552637029.623205,0,0,-0.055173,0.060806,0.049874
1552637029.671589,0,0,-0.045810,0.047288,0.038642
1552637029.690356,0,0,-0.047496,0.044490,0.036579
1552637029.709633,0,0,-0.045961,0.045010,0.034765
1552637029.728790,0,0,-0.047270,0.048179,0.031212
1552637029.746777,0,0,-0.051725,0.052858,0.026838
1552637029.764996,0,0,-0.055551,0.055730,0.025422
1552637029.785069,0,0,-0.059754,0.058280,0.024999
1552637029.830248,0,0,-0.062724,0.065485,0.024527
1552637029.848538,0,0,-0.065644,0.074918,0.021098
1552637029.867280,0,0,-0.067053,0.070511,0.017668
1552637029.886599,0,0,-0.068992,0.071278,0.015581
1552637029.904371,0,0,-0.069117,0.072343,0.018116
1552637029.928390,0,0,-0.067456,0.076056,0.020899
1552637029.946877,0,0,-0.067104,0.078235,0.020899
1552637029.984650,0,0,-0.068362,0.080835,0.020576
1552637030.020305,0,0,-0.060484,0.085390,0.035238
1552637030.038824,0,0,-0.062170,0.086579,0.037002
1552637030.056633,0,0,-0.059880,0.087371,0.036977
1552637030.076166,0,0,-0.058898,0.092124,0.043537
1552637030.095532,0,0,-0.057866,0.098537,0.056460
1552637030.112900,0,0,-0.056910,0.102845,0.071171
1552637030.130398,0,0,-0.059049,0.104305,0.078551
1552637030.179588,0,0,-0.053613,0.088757,0.064760
1552637030.197013,0,0,-0.047068,0.080909,0.061082
1552637030.214289,0,0,-0.044199,0.072714,0.057379
1552637030.231807,0,0,-0.043721,0.066500,0.053900
1552637030.249083,0,0,-0.045130,0.064272,0.052657
1552637030.266332,0,0,-0.056029,0.063232,0.050197
1552637030.285798,0,0,-0.062246,0.062464,0.045824
1552637030.320818,0,0,-0.061692,0.055804,0.038220
1552637030.338464,0,0,-0.059553,0.050952,0.035610
1552637030.355627,0,0,-0.057438,0.045852,0.033573
1552637030.372870,0,0,-0.056860,0.042906,0.033747
1552637030.390355,0,0,-0.057741,0.041346,0.034169
1552637030.407624,0,0,-0.059905,0.041247,0.035238
1552637030.426240,0,0,-0.063454,0.042806,0.037747
1552637030.443914,0,0,-0.065896,0.044614,0.040655
1552637030.471638,0,0,-0.068815,0.048996,0.047414
1552637030.488902,0,0,-0.073321,0.051026,0.048358
1552637030.506168,0,0,-0.077398,0.052487,0.050222
1552637030.523781,0,0,-0.079764,0.053799,0.053254
1552637030.541713,0,0,-0.083238,0.063034,0.058174
1552637030.561124,0,0,-0.085503,0.060236,0.063741
1552637030.596807,0,0,-0.086661,0.065287,0.068363
1552637030.614163,0,0,-0.092727,0.067218,0.066101
1552637030.641716,0,0,-0.089782,0.065039,0.061281
1552637030.658996,0,0,-0.088071,0.061053,0.058298
1552637030.676264,0,0,-0.084799,0.056027,0.058969
1552637030.693553,0,0,-0.078758,0.051719,0.063691
1552637030.711065,0,0,-0.074806,0.049466,0.071842
1552637030.729325,0,0,-0.070678,0.050283,0.086031
1552637030.764573,0,0,-0.067834,0.052165,0.085037
1552637030.799569,0,0,-0.065065,0.064866,0.093536
1552637030.817888,0,0,-0.067960,0.071749,0.094878
1552637030.835754,0,0,-0.071710,0.082295,0.093611
1552637030.853401,0,0,-0.073799,0.070362,0.087497
1552637030.871610,0,0,-0.072088,0.068852,0.078005
1552637030.889457,0,0,-0.065770,0.060187,0.067816
1552637030.911854,0,0,-0.057665,0.051472,0.058050
1552637030.949514,0,0,-0.046917,0.034339,0.035337
1552637030.967509,0,0,-0.040499,0.032037,0.029944
1552637030.985352,0,0,-0.040751,0.031715,0.027559
1552637031.003309,0,0,-0.042513,0.034661,0.027459
1552637031.021718,0,0,-0.050844,0.037558,0.026465
1552637031.039968,0,0,-0.057036,0.042014,0.026664
1552637031.058959,0,0,-0.062699,0.044985,0.027310
1552637031.097196,0,0,-0.066953,0.048674,0.029845
1552637031.136508,0,0,-0.073296,0.054344,0.032827
1552637031.154694,0,0,-0.076090,0.055755,0.033274
1552637031.172641,0,0,-0.077575,0.058429,0.036107
1552637031.190549,0,0,-0.079009,0.068357,0.039015
1552637031.208518,0,0,-0.079840,0.066797,0.043016
1552637031.226418,0,0,-0.079488,0.073308,0.045849
1552637031.276376,0,0,-0.080293,0.073630,0.045352
1552637031.294314,0,0,-0.071509,0.072689,0.045724
1552637031.312126,0,0,-0.065594,0.081701,0.052334
1552637031.330050,0,0,-0.065090,0.080736,0.064039
1552637031.347934,0,0,-0.066173,0.083731,0.077657
1552637031.365782,0,0,-0.067758,0.083806,0.083323
1552637031.395580,0,0,-0.059880,0.077938,0.079247
1552637031.431095,0,0,-0.047974,0.064247,0.066897
1552637031.449058,0,0,-0.047798,0.063529,0.067095
1552637031.466708,0,0,-0.051826,0.065163,0.065356
1552637031.484661,0,0,-0.056608,0.066970,0.060610
1552637031.502547,0,0,-0.059402,0.067168,0.053229
1552637031.520474,0,0,-0.062397,0.062440,0.045600
1552637031.552476,0,0,-0.062145,0.058082,0.040729
1552637031.582286,0,0,-0.055651,0.046223,0.035287
1552637031.600330,0,0,-0.054116,0.042881,0.034268
1552637031.618330,0,0,-0.054443,0.041767,0.034616
1552637031.636328,0,0,-0.057237,0.042113,0.036878
1552637031.654254,0,0,-0.060182,0.043524,0.038866
1552637031.672098,0,0,-0.062271,0.045431,0.040953
1552637031.718417,0,0,-0.066198,0.054765,0.048035
1552637031.754077,0,0,-0.072541,0.056151,0.047986
1552637031.772104,0,0,-0.076064,0.058874,0.051067
1552637031.789994,0,0,-0.078808,0.060063,0.053776
1552637031.807892,0,0,-0.081325,0.061944,0.056708
1552637031.825839,0,0,-0.084144,0.063133,0.059268
1552637031.843714,0,0,-0.088020,0.063851,0.061007
1552637031.886045,0,0,-0.089178,0.062266,0.061454
1552637031.903773,0,0,-0.090185,0.056770,0.065281
1552637031.932282,0,0,-0.086510,0.058850,0.085733
1552637031.950198,0,0,-0.084496,0.060954,0.094754
1552637031.968514,0,0,-0.082533,0.063133,0.092542
1552637031.986424,0,0,-0.080243,0.063009,0.088317
1552637032.004511,0,0,-0.075234,0.059320,0.082279
1552637032.046472,0,0,-0.066298,0.052016,0.076638
1552637032.064718,0,0,-0.059049,0.052413,0.078651
1552637032.092396,0,0,-0.063253,0.061573,0.078924
1552637032.110348,0,0,-0.065468,0.064767,0.075942
1552637032.128477,0,0,-0.066399,0.063950,0.068910
1552637032.146398,0,0,-0.063983,0.060781,0.060137
1552637032.164393,0,0,-0.057136,0.055210,0.051415
1552637032.182299,0,0,-0.051196,0.049095,0.043488
1552637032.231343,0,0,-0.045634,0.038622,0.027335
1552637032.249405,0,0,-0.047043,0.038251,0.026465
1552637032.267341,0,0,-0.049057,0.038771,0.027161
1552637032.285309,0,0,-0.053764,0.040677,0.029075
1552637032.302983,0,0,-0.057690,0.043698,0.031286
1552637032.320923,0,0,-0.061390,0.045431,0.031783
1552637032.353079,0,0,-0.063605,0.046149,0.031982
1552637032.382255,0,0,-0.067783,0.048427,0.034666
1552637032.400170,0,0,-0.069545,0.050085,0.036058
1552637032.418113,0,0,-0.071987,0.053378,0.041251
1552637032.436116,0,0,-0.075234,0.059865,0.046271
1552637032.454080,0,0,-0.078707,0.073531,0.049899
1552637032.472166,0,0,-0.081677,0.080612,0.051092
1552637032.492260,0,0,-0.083490,0.077591,0.049427
1552637032.528667,0,0,-0.079790,0.070288,0.046221
1552637032.564646,0,0,-0.069671,0.072863,0.044531
1552637032.583177,0,0,-0.065266,0.076849,0.057354
1552637032.601041,0,0,-0.067381,0.088584,0.071792
1552637032.618958,0,0,-0.069571,0.090045,0.078800
1552637032.636950,0,0,-0.071307,0.082469,0.073035
1552637032.654899,0,0,-0.067758,0.076502,0.061802
1552637032.680980,0,0,-0.053235,0.066228,0.052409
1552637032.728625,0,0,-0.051297,0.053601,0.057180
1552637032.746691,0,0,-0.057187,0.057562,0.062150
1552637032.764718,0,0,-0.065015,0.061350,0.059243
1552637032.782576,0,0,-0.071937,0.063851,0.058199
1552637032.800841,0,0,-0.073648,0.063356,0.053701
1552637032.818712,0,0,-0.071232,0.052289,0.047613
1552637032.840837,0,0,-0.059603,0.050110,0.042295
1552637032.889957,0,0,-0.059125,0.039588,0.033225
1552637032.908317,0,0,-0.060484,0.038499,0.032877
1552637032.926341,0,0,-0.061365,0.038251,0.034045
1552637032.944231,0,0,-0.063001,0.039068,0.036256
1552637032.962482,0,0,-0.066273,0.039266,0.044208
1552637032.980408,0,0,-0.070024,0.039093,0.039711
1552637033.002091,0,0,-0.073145,0.039836,0.044358
1552637033.051343,0,0,-0.087567,0.047263,0.058348
1552637033.086301,0,0,-0.091242,0.053477,0.073283
1552637033.103971,0,0,-0.099473,0.063603,0.072687
1552637033.121264,0,0,-0.099297,0.066302,0.068015
1552637033.138463,0,0,-0.099599,0.057191,0.065406
1552637033.155997,0,0,-0.095798,0.059989,0.071668
1552637033.173264,0,0,-0.086409,0.060261,0.082130
1552637033.196954,0,0,-0.080369,0.061573,0.091275
1552637033.232666,0,0,-0.072390,0.058998,0.091026
1552637033.250005,0,0,-0.066097,0.045505,0.088218
1552637033.267637,0,0,-0.059100,0.046471,0.090852
1552637033.284929,0,0,-0.055223,0.046124,0.096419
1552637033.302405,0,0,-0.055349,0.056894,0.099649
1552637033.320096,0,0,-0.059830,0.062811,0.096170
1552637033.340235,0,0,-0.064008,0.059815,0.088491
1552637033.375807,0,0,-0.063958,0.057141,0.066648
1552637033.394124,0,0,-0.051951,0.043797,0.056534
1552637033.411351,0,0,-0.047698,0.037682,0.048284
1552637033.428914,0,0,-0.044929,0.032507,0.041649
1552637033.446179,0,0,-0.044728,0.030279,0.037151
1552637033.463721,0,0,-0.047094,0.029908,0.035238
1552637033.482261,0,0,-0.050869,0.031641,0.035859
1552637033.517503,0,0,-0.054670,0.033968,0.039785
1552637033.534776,0,0,-0.061566,0.035775,0.040406
1552637033.552746,0,0,-0.061516,0.034562,0.040879
1552637033.569952,0,0,-0.062170,0.033547,0.042121
1552637033.587623,0,0,-0.063706,0.034191,0.045078
1552637033.604733,0,0,-0.067632,0.043227,0.049949
1552637033.623843,0,0,-0.072616,0.041841,0.054869
1552637033.659028,0,0,-0.076895,0.053502,0.061753
1552637033.676740,0,0,-0.082709,0.057092,0.064337
1552637033.694069,0,0,-0.083288,0.058354,0.065257
1552637033.711324,0,0,-0.081375,0.058280,0.064660
1552637033.728534,0,0,-0.078531,0.055953,0.061454
1552637033.746399,0,0,-0.076241,0.054492,0.061579
1552637033.768764,0,0,-0.073346,0.058305,0.068462
1552637033.804751,0,0,-0.075838,0.062613,0.100668
1552637033.840530,0,0,-0.072264,0.069991,0.085982
1552637033.858614,0,0,-0.066424,0.063034,0.072811
1552637033.876448,0,0,-0.055979,0.054542,0.059765
1552637033.894263,0,0,-0.050768,0.049739,0.051962
1552637033.912185,0,0,-0.057036,0.050704,0.049601
1552637033.929997,0,0,-0.057942,0.054913,0.049029
1552637033.952389,0,0,-0.064436,0.060781,0.049278
1552637033.989900,0,0,-0.076845,0.062662,0.046619
1552637034.008199,0,0,-0.069671,0.056597,0.043065
1552637034.026886,0,0,-0.064360,0.048798,0.033274
1552637034.045629,0,0,-0.060056,0.041172,0.036878
1552637034.063601,0,0,-0.058269,0.035429,0.037201
1552637034.081450,0,0,-0.057564,0.025426,0.039537
1552637034.099220,0,0,-0.057791,0.030601,0.043289
1552637034.120755,0,0,-0.059930,0.032284,0.046942
1552637034.158331,0,0,-0.065568,0.034488,0.051763
1552637034.176358,0,0,-0.068941,0.035231,0.049750
1552637034.194344,0,0,-0.071962,0.033498,0.048035
1552637034.212229,0,0,-0.075209,0.030353,0.046669
1552637034.230058,0,0,-0.076996,0.026070,0.046892
1552637034.247868,0,0,-0.077398,0.024114,0.046693
1552637034.265702,0,0,-0.077449,0.024461,0.045948
1552637034.288045,0,0,-0.080897,0.026739,0.045998
1552637034.340178,0,0,-0.093029,0.049763,0.069630
1552637034.358046,0,0,-0.099548,0.053378,0.074352
1552637034.376027,0,0,-0.099724,0.055780,0.083994
1552637034.393888,0,0,-0.092224,0.057092,0.095549
1552637034.411719,0,0,-0.086183,0.060211,0.101960
1552637034.429545,0,0,-0.081703,0.061672,0.102830
1552637034.447437,0,0,-0.079387,0.060211,0.100320
1552637034.469707,0,0,-0.071282,0.058627,0.100221
1552637034.507190,0,0,-0.073245,0.059320,0.101786
1552637034.525197,0,0,-0.069772,0.060335,0.093288
1552637034.543258,0,0,-0.068564,0.056324,0.083521
1552637034.561138,0,0,-0.064033,0.051199,0.073358
1552637034.578968,0,0,-0.057111,0.045976,0.063368
1552637034.596740,0,0,-0.052807,0.040752,0.052906
1552637034.614636,0,0,-0.051624,0.037533,0.045004
1552637034.636614,0,0,-0.051800,0.036369,0.040058
1552637034.690143,0,0,-0.053613,0.042113,0.040705
1552637034.725725,0,0,-0.062170,0.044515,0.044432
1552637034.743975,0,0,-0.063731,0.041098,0.046196
1552637034.761940,0,0,-0.063051,0.039687,0.049700
1552637034.779850,0,0,-0.064864,0.038499,0.051092
1552637034.797765,0,0,-0.068841,0.037781,0.051713
1552637034.815616,0,0,-0.069646,0.034290,0.051937
1552637034.837946,0,0,-0.069243,0.031715,0.052682
1552637034.890649,0,0,-0.074982,0.025451,0.051166
1552637034.926263,0,0,-0.073245,0.029140,0.063741
1552637034.944475,0,0,-0.079160,0.040677,0.067120
1552637034.962411,0,0,-0.080847,0.044639,0.065580
1552637034.980243,0,0,-0.082835,0.048451,0.062995
1552637034.998095,0,0,-0.085881,0.053824,0.065281
1552637035.016303,0,0,-0.089631,0.058156,0.074004
1552637035.039634,0,0,-0.090185,0.068258,0.087746
1552637035.079383,0,0,-0.088171,0.063702,0.081036
1552637035.097395,0,0,-0.069621,0.054715,0.067940
1552637035.115299,0,0,-0.056331,0.046099,0.058373
1552637035.133152,0,0,-0.054695,0.044416,0.055242
1552637035.150968,0,0,-0.058949,0.049293,0.057230
1552637035.168851,0,0,-0.066273,0.055037,0.059466
1552637035.191511,0,0,-0.072188,0.059444,0.060510
1552637035.227289,0,0,-0.073623,0.056448,0.051813
1552637035.245795,0,0,-0.058647,0.043797,0.047663
1552637035.272328,0,0,-0.059704,0.035676,0.041425
1552637035.290196,0,0,-0.058219,0.031987,0.038940
1552637035.308036,0,0,-0.058647,0.030700,0.038841
1552637035.325862,0,0,-0.060534,0.030279,0.039214
1552637035.343678,0,0,-0.063303,0.030229,0.041251
1552637035.366001,0,0,-0.064310,0.030130,0.045650
1552637035.403632,0,0,-0.069495,0.031071,0.057081
1552637035.439233,0,0,-0.071458,0.031863,0.061380
1552637035.457466,0,0,-0.075334,0.031665,0.059839
1552637035.475383,0,0,-0.078632,0.031146,0.059119
1552637035.493197,0,0,-0.080721,0.037484,0.060759
1552637035.511030,0,0,-0.084018,0.032928,0.062150
1552637035.528863,0,0,-0.086963,0.034116,0.062573
1552637035.551511,0,0,-0.088020,0.035726,0.062349
1552637035.588031,0,0,-0.090714,0.036419,0.059640
1552637035.623441,0,0,-0.095471,0.033225,0.065903
1552637035.641672,0,0,-0.090940,0.035602,0.095325
1552637035.659523,0,0,-0.088146,0.040430,0.105688
1552637035.677427,0,0,-0.085679,0.041668,0.104321
1552637035.695331,0,0,-0.083011,0.037904,0.093809
1552637035.713169,0,0,-0.074655,0.032086,0.082850
1552637035.732439,0,0,-0.067532,0.026268,0.075992
1552637035.790290,0,0,-0.070225,0.033002,0.078154
1552637035.825891,0,0,-0.069873,0.036072,0.077160
1552637035.844205,0,0,-0.064813,0.033225,0.072662
1552637035.862052,0,0,-0.060132,0.028224,0.058845
1552637035.879952,0,0,-0.055979,0.022951,0.056807
1552637035.897752,0,0,-0.053512,0.018494,0.048532
1552637035.915620,0,0,-0.054443,0.016068,0.045724
1552637035.934898,0,0,-0.055828,0.013988,0.046693
1552637035.990347,0,0,-0.066802,0.019608,0.055565
1552637036.026500,0,0,-0.071937,0.021267,0.060262
1552637036.045236,0,0,-0.075762,0.021391,0.061107
1552637036.063160,0,0,-0.076794,0.021564,0.061976
1552637036.081066,0,0,-0.077424,0.019905,0.062498
1552637036.098903,0,0,-0.078380,0.019831,0.063368
1552637036.116804,0,0,-0.080822,0.020054,0.063939
1552637036.139273,0,0,-0.082609,0.020549,0.064387
1552637036.177526,0,0,-0.082080,0.021465,0.064784
1552637036.195631,0,0,-0.080016,0.024609,0.064064
1552637036.213498,0,0,-0.078581,0.026961,0.063169
1552637036.231357,0,0,-0.078556,0.028076,0.062374
